Display_Name,country,sovereign,Status_GYR,protection_mpaguide_level,establishment_stage,designation,pa_type,area_km2,wdpa_id,wdpa_pid,Boundary_Join_Key,id,site_assessment_id,mpa_zone_id,proposed_date,designated_date,implemented_date,formally_recognized,regulations_in_force,status,affiliated_reports,source_file
Sub-Antarctic Deep,NZL,NZL,Red,incompatible,implemented,Benthic Protection Area,unknown,98920.81643179688,,478047,478047,350,3065,5252.0,,,2007-01-01,yes,yes,published,Pike et al. (2024),designated_implemented
South-west Corner,AUS,AUS,Red,incompatible,actively managed,Marine Park,unknown,95087.99578524902,,555556901_B,555556901_B,308,47,68808866.0,,2013-12-04,2017-10-09,yes,yes,published,Pike et al. (2024),designated_implemented
Pelagos Sanctuary For The Conservation Of Marine Mammals,FRA;ITA;MCO,FRA;ITA;MCO,Red,incompatible,implemented,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),unknown,87381.24774647657,,365015,365015,330,3107,5196.0,,1999-10-25,2002-02-21,yes,yes,published,Pike et al. (2024),designated_implemented
15JA2 b (Bollons),NZL,NZL,Red,incompatible,implemented,Closed Seamount Area,unknown,80149.22027237451,,555566876,555566876,290,2943,15161.0,,,2001-01-01,yes,yes,published,Pike et al. (2024),designated_implemented
Mayotte,MYT,FRA,Red,incompatible,actively managed,Marine Nature Park,unknown,68357.89953818652,,555514309,555514309,334,3303,12429.0,2006-04-14,2010-01-18,2012-12-14,yes,yes,published,Pike et al. (2024),designated_implemented
Coral Sea,AUS,AUS,Red,incompatible,actively managed,Marine Park,unknown,66480.38832667969,,555556875_C,555556875_C,353,27,68808993.0,,2013-12-12,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Arrow Plateau,NZL,NZL,Red,incompatible,implemented,Benthic Protection Area,unknown,64461.62205310157,,555512063,555512063,345,3273,5429.0,,,,unknown,unknown,published,Pike et al. (2024),designated_implemented
Northern part of Naka Mariana Ridge and West Mariana Ridge,JPN,JPN,Red,incompatible,implemented,Offshore Seabed Nature Conservation Area,"mpa, primary conservation",63247.42033589062,,555721447,555721447,3037,3478,68819850.0,2020-07-21,2020-12-03,,yes,yes,published,Pike et al. (2024),designated_implemented
State Reserved Zone  in Northern part of Caspian Sea,KAZ,KAZ,Red,incompatible,implemented,State Natural Protected Zone,unknown,63052.14271410937,,342651,342651,2369,2925,68811134.0,1974-01-01,,,yes,yes,published,Pike et al. (2024),designated_implemented
Kimberley,AUS,AUS,Red,incompatible,actively managed,Marine Park,unknown,62411.14842605664,,555556888_C,555556888_C,303,13,68808858.0,2013-12-14,2017-10-09,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Central Eastern - Habitat Protection Zone,AUS,AUS,Red,incompatible,actively managed,Marine Park,unknown,61336.06972368604,,555556874_B,555556874_B,315,19,68808844.0,2013-12-14,2017-10-09,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Antipodes Transect,NZL,NZL,Red,incompatible,implemented,Benthic Protection Area,unknown,56709.39526830469,,555515499,555515499,3070,3209,5657.0,,,,yes,yes,published,Pike et al. (2024),designated_implemented
Abrolhos,AUS,AUS,Red,incompatible,actively managed,Marine Park,unknown,56544.60998616992,,555556866_C,555556866_C,614,26,68809048.0,,2013-12-14,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Nordaust-Svalbard,SJM,NOR,Red,incompatible,actively managed,Nature Reserve (Svalbard),"mpa, primary conservation",55343.196686902345,,1334,1334,2371,3346,172.0,,1973-06-01,1973-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Lord Howe,AUS,AUS,Red,incompatible,actively managed,Marine Park,unknown,54884.33829698437,,555556890_B,555556890_B,304,46,68808859.0,,2013-12-14,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Hikurangi Deep,NZL,NZL,Red,incompatible,implemented,Benthic Protection Area,unknown,54022.091551767575,,478053,478053,347,3069,5258.0,,,,yes,yes,published,Pike et al. (2024),designated_implemented
Antipodes Transect,NZL,NZL,Red,incompatible,implemented,Benthic Protection Area,unknown,53302.78470726172,,478048,478048,1701,3067,5253.0,,,,yes,yes,published,Pike et al. (2024),designated_implemented
Corredor de Migración de Cetáceos del Mediterráneo,ESP,ESP,Red,incompatible,implemented,Marine Protected Area,"mpa, primary conservation",46408.140911067385,,555596226,555596226,333,3376,68816523.0,,2018-06-29,,yes,yes,published,Pike et al. (2024),designated_implemented
Norfolk Deep,NZL,NZL,Red,incompatible,implemented,Benthic Protection Area,unknown,44428.564034554685,,478040,478040,349,3383,5246.0,,2007-01-01,,yes,yes,published,Pike et al. (2024),designated_implemented
Fiorland Transect,NZL,NZL,Red,incompatible,implemented,Benthic Protection Area,unknown,40599.56809875195,,478039,478039,346,3382,5245.0,,2007-01-01,,yes,yes,published,Pike et al. (2024),designated_implemented
Prince Edward Islands,ZAF,ZAF,Red,incompatible,implemented,Marine Protected Area,"mpa, primary conservation",40285.666291599606,,None,None,324,6,7705440.0,2008-01-01,,2013-06-21,yes,yes,published,Pike et al. (2024),designated_implemented
Oceanic Shoals - Multiple Use Zone,AUS,AUS,Red,incompatible,actively managed,Marine Park,unknown,39963.88508147607,,555556896_C,555556896_C,306,61,68808957.0,2013-12-14,2017-10-09,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Lord Howe,AUS,AUS,Red,incompatible,actively managed,Marine Park,unknown,39661.60924691211,,555556890_C,555556890_C,305,46,68808860.0,,2013-12-04,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Gascoyne,AUS,AUS,Red,incompatible,actively managed,Marine Park,unknown,38982.40868409815,,555556879_B,555556879_B,302,12,68808850.0,2013-12-14,2017-10-09,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Caribe Mexicano Buffer Zone,MEX,MEX,Red,incompatible,actively managed,Biosphere Reserve,unknown,38248.059793607245,,555624306_A,555624306_A,35,87,68808625.0,,2016-12-07,2016-12-07,yes,yes,published,Pike et al. (2024),designated_implemented
Archipel des Glorieuses [Buffer Zone],ATF,FRA,Red,incompatible,implemented,National Nature Reserve,"mpa, multiple-objective",37845.41163420508,,,,637,151,68821345.0,,2012-02-22,2021-01-01,yes,yes,published,Pike et al. (2024),designated_implemented
Nishi-Shichito Ridge,JPN,JPN,Red,incompatible,implemented,Offshore Seabed Nature Conservation Area,"mpa, primary conservation",36583.63221746875,,None,None,3043,2810,68819849.0,2020-07-21,2020-12-03,,yes,yes,published,Pike et al. (2024),designated_implemented
Gascoyne,AUS,AUS,Red,incompatible,actively managed,Marine Park,unknown,33651.83604764844,,555556879_C,555556879_C,2237,12,68808851.0,2013-12-14,2017-10-09,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Challenger South,NZL,NZL,Red,incompatible,implemented,Benthic Protection Area,unknown,30552.901347128907,,478042,478042,1785,3064,5248.0,,,2007-01-01,yes,yes,published,,designated_implemented
Reserva Marina Hermandad,ECU,ECU,Red,incompatible,implemented,Marine Reserve,"mpa, primary conservation",29569.263807503907,,None,None,3634,115,68819737.0,,2022-01-14,2023-01-01,yes,yes,published,Pike et al. (2024),designated_implemented
Macquarie Island,AUS,AUS,Red,incompatible,actively managed,Marine Park,unknown,29513.505201654785,,354086_B,354086_B,314,39,68808777.0,1999-10-27,2007-06-28,2013-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Great Barrier Reef Coast,AUS,AUS,Red,incompatible,actively managed,Marine Park,"mpa, primary conservation",25197.98328523828,,None,None,2367,67,68819753.0,,,2004-11-05,yes,yes,published,Pike et al. (2024),designated_implemented
Oceanic Shoals,AUS,AUS,Red,incompatible,actively managed,Marine Park,"mpa, multiple-objective",24444.36309026953,,None,None,2240,61,68808958.0,2013-12-14,2017-10-09,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Western Eyre - Special Purpose Zone,AUS,AUS,Red,incompatible,actively managed,Marine Park,"mpa, multiple-objective",24196.228337351564,,None,None,2337,16,68808977.0,,2013-12-14,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Abrolhos,AUS,AUS,Red,incompatible,actively managed,Marine Park,unknown,23238.60956948828,,555556866_B,555556866_B,2231,26,68808839.0,,2013-12-14,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Campbell East,NZL,NZL,Red,incompatible,implemented,Benthic Protection Area,unknown,22607.230763027343,,478051,478051,1769,3384,5256.0,,,2007-01-01,yes,yes,published,,designated_implemented
Great Australian Bight - Multiple Use Zone,AUS,AUS,Red,incompatible,actively managed,Marine Park,"mpa, multiple-objective",22578.389920085938,,555556882_B,555556882_B,2336,60,68808971.0,,2013-12-14,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Tasman Fracture - Multiple Use Zone,AUS,AUS,Red,incompatible,actively managed,Marine Park,"mpa, multiple-objective",20495.69829397265,,354090_B,354090_B,2345,21,68808779.0,,2007-06-28,2013-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Gulf of Carpentaria,AUS,AUS,Red,incompatible,actively managed,Marine Park,"mpa, multiple-objective",20147.848273421874,,555556883_B,555556883_B,2351,29,68808855.0,2013-12-14,2017-10-09,2018-07-01,yes,yes,published,,designated_implemented
Caribe Mexicano,MEX,MEX,Red,incompatible,actively managed,Biosphere Reserve,unknown,19238.862761757813,,None,None,3024,87,68819754.0,,2016-12-07,2016-12-07,yes,yes,published,Pike et al. (2024),designated_implemented
Western Eyre - Multiple Use Zone,AUS,AUS,Red,incompatible,actively managed,Marine Park,"mpa, multiple-objective",16106.789135844238,,555556907_B,555556907_B,311,16,68808871.0,,2013-12-14,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Monterey Bay,USA,USA,Red,incompatible,actively managed,National Marine Sanctuary,unknown,15793.747949578124,,,,2386,3245,8690.0,,1992-01-01,1992-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Arafura,AUS,AUS,Red,incompatible,actively managed,Marine Park,unknown,12421.905123644532,,None,None,2352,66,68808966.0,2013-12-14,2017-10-09,2018-07-01,yes,yes,published,,designated_implemented
Chumash Heritage,USA,USA,Red,incompatible,implemented,National Marine Sanctuary,"mpa, primary conservation",11766.404581804689,,,,3638,3372,68807929.0,,2024-10-11,2024-11-30,yes,yes,published,,designated_implemented
Great Australian Bight - Special Purpose Zone (Mining Exclusion),AUS,AUS,Red,incompatible,actively managed,Marine Park,"mpa, multiple-objective",11654.4513079375,,None,None,2339,60,68808974.0,,2013-12-14,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Arafura,AUS,AUS,Red,incompatible,actively managed,Marine Park,"mpa, multiple-objective",10460.564370140624,,None,None,2353,66,68808967.0,2013-12-14,2017-10-09,2018-07-01,yes,yes,published,,designated_implemented
South-west Corner,AUS,AUS,Red,incompatible,actively managed,Marine Park,unknown,9549.665075371096,,None,None,780,47,68809014.0,,2013-12-04,2017-10-09,yes,yes,published,Pike et al. (2024),designated_implemented
Gulf of Maine Closure Area,USA,USA,Red,incompatible,implemented,WGMCA,unknown,9068.644829003906,,,,575,2371,,,,,yes,yes,published,,designated_implemented
Greater Farallones,USA,USA,Red,incompatible,actively managed,National Marine Sanctuary,"mpa, primary conservation",8540.39483032422,,,,2387,3338,8699.0,1978-04-01,1981-01-16,,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Norfolk,AUS,AUS,Red,incompatible,actively managed,Marine Park,unknown,7986.489976484375,,555556895_C,555556895_C,2216,84,68808862.0,,2012-01-01,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Oceanic Shoals,AUS,AUS,Red,incompatible,actively managed,Marine Park,"mpa, primary conservation",6928.770282433594,,555556896_B,555556896_B,2239,61,68808955.0,2013-12-14,2017-10-09,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Namuncurá - Banco Burdwood II,ARG,ARG,Red,incompatible,actively managed,Marine National Reserve,"mpa, multiple-objective",6126.259123738281,,555643565,555643565,4321,91,68808410.0,,2018-12-17,,yes,yes,published,,designated_implemented
Murray - Multiple Use Zone,AUS,AUS,Red,incompatible,actively managed,Marine Park,"mpa, multiple-objective",5906.844957792969,,None,None,2346,55,68808370.0,,2007-06-28,2013-07-01,yes,yes,published,,designated_implemented
Namuncurá - Banco Burdwood I,ARG,ARG,Red,incompatible,actively managed,Marine National Reserve,"mpa, multiple-objective",5906.554882335938,,555703454,555703454,3046,91,68819056.0,,2013-08-01,,yes,yes,published,,designated_implemented
South-west Corner,AUS,AUS,Red,incompatible,actively managed,Marine Park,unknown,5752.916818386719,,None,None,781,47,68808981.0,,2013-12-04,2017-10-09,yes,yes,published,Pike et al. (2024),designated_implemented
Abrolhos,AUS,AUS,Red,incompatible,actively managed,Marine Park,unknown,5729.48160228125,,None,None,2232,26,68808840.0,,2013-12-14,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Kimberley,AUS,AUS,Red,incompatible,actively managed,Marine Park,unknown,5665.114982578125,,555556888_B,555556888_B,2236,13,68808857.0,2013-12-14,2017-10-09,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
South Georgia and South Sandwich Islands,SGS,GBR,Red,incompatible,actively managed,Marine Protected Area,unknown,4116.925910554687,,None,None,763,5,68808366.0,,2012-02-23,2013-08-31,yes,yes,published,Pike et al. (2024),designated_implemented
Great Australian Bight - Special Purpose Zone,AUS,AUS,Red,incompatible,actively managed,Marine Park,"mpa, multiple-objective",3861.434751078125,,None,None,2338,60,68808972.0,,2013-12-14,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Cordell Bank,USA,USA,Red,incompatible,actively managed,National Marine Sanctuary,"mpa, primary conservation",3332.022574339844,,,,2414,3466,8693.0,1981-07-01,1989-01-01,1989-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Cape and Islands,USA,USA,Red,incompatible,actively managed,Ocean Sanctuary,"mpa, primary conservation",2783.880897941406,,,,2430,3461,8235.0,,1971-01-01,1978-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Gerry E. Studds/Stellwagen Bank,USA,USA,Red,incompatible,actively managed,National Marine Sanctuary,unknown,2192.488045220703,,,,654,3212,8697.0,,1992-01-01,1992-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Gwaii Haanas - Multiple Use Zone,CAN,CAN,Red,incompatible,actively managed,National Marine Conservation Area,unknown,2045.3642637617188,,,,2309,100,5435.0,2002-01-01,2010-01-01,2018-01-01,yes,yes,published,CPAWS (2021),designated_implemented
Naturschutzgebiet Doggerbank,DEU,DEU,Red,incompatible,actively managed,Marine Protected Area (OSPAR),"mpa, primary conservation",1696.040426484375,,555556969,555556969,3900,3337,68812103.0,2004-01-01,2017-01-01,2020-01-01,yes,yes,published,Jaspert (2023),designated_implemented
Cape Cod Bay,USA,USA,Red,incompatible,actively managed,Ocean Sanctuary,"mpa, primary conservation",1509.8252859921874,,,,2359,3462,8236.0,,1971-01-01,1978-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Kachemak Bay,USA,USA,Red,incompatible,actively managed,National Estuarine Research Reserve,unknown,1502.002786921875,,None,None,738,3464,8454.0,1999-01-01,1999-01-01,1999-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Rodriguez Seamount,USA,USA,Red,incompatible,implemented,Management Zone,"mpa, primary conservation",1471.6370370859374,,,,6035,3372,,,2024-10-11,2024-11-30,yes,yes,published,,designated_implemented
Saguenay-St. Lawrence Marine Park,CAN,CAN,Red,incompatible,actively managed,Marine Protected Area,unknown,1246.8365831601564,,,,2322,2738,68818642.0,1990-01-01,1998-01-01,1998-01-01,yes,yes,published,CPAWS (2021),designated_implemented
Flinders - Multiple Use Zone,AUS,AUS,Red,incompatible,actively managed,Marine Park,unknown,1231.1065891015626,,354081_B,354081_B,2344,20,68808773.0,,2007-06-28,2013-07-01,yes,yes,published,,designated_implemented
North Irish Sea Zone,IRL,IRL,Red,incompatible,implemented,Fisheries Natura Declaration,other,1195.011437671875,,,,6854,4161,,,,2023-12-12,yes,yes,published,,designated_implemented
Argo-Rowley Terrace,AUS,AUS,Red,incompatible,actively managed,Marine Park,"mpa, primary conservation",1140.7725709453125,,None,None,2217,11,68808926.0,2013-12-14,2017-10-09,2018-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Hecate Strait and Queen Charlotte Sound Glass Sponge Reefs Marine Protected Areas,CAN,CAN,Red,incompatible,actively managed,Marine Protected Area,"mpa, primary conservation",907.5548527890624,,555637782_A,555637782_A,2312,114,68816873.0,2010-01-01,2017-01-01,,yes,yes,published,CPAWS (2021),designated_implemented
Ethnikou Thalassiou Parkou Alonissou Voreion - Zoni Oikistikon Rythmiseon Zoni B4,GRC,GRC,Red,incompatible,implemented,Ethnikou Thalassiou Parkou Alonnisou Voreion Sporadon,unknown,764.7057428671875,,349995,349995,3256,3308,11611.0,1986-01-01,1992-01-01,2003-06-19,yes,yes,published,Giakoumi et al. (2023),designated_implemented
